humidity,temperature,wind_speed,historical_disaster_flag,risk_level
78.23,45.21,62.23,0,Medium
81.66,31.51,92.14,1,High
89.21,25.49,58.03,0,Medium
90.96,27.71,119.58,1,High
58.34,41.35,109.03,0,High
54.19,31.84,61.12,1,High
88.48,38.41,95.49,0,High
22.68,27.64,56.93,1,High
54.81,28.72,30.0,0,Low
57.92,34.17,0.76,0,Low
56.07,21.84,62.85,1,High
51.71,36.08,29.87,1,Medium
62.92,30.17,115.44,0,High
43.6,41.04,66.67,0,Medium
72.32,44.66,87.09,1,High
58.75,45.32,96.82,1,High
25.57,31.28,9.69,0,Low
86.87,24.23,62.3,1,High
34.0,18.38,24.61,0,Low
69.15,39.62,90.13,1,High
55.9,21.68,83.91,0,High
29.08,33.73,22.26,0,Low
98.07,37.59,21.81,1,Medium
32.23,22.21,104.73,0,High
64.53,23.44,117.14,1,High
81.84,17.22,20.62,0,Low
62.96,36.63,93.96,0,High
60.7,38.69,31.6,0,Low
84.02,26.23,17.98,1,Medium
87.69,17.33,3.66,0,Low
42.32,46.65,106.52,1,High
74.87,31.89,50.75,0,Medium
80.55,47.94,57.42,0,Medium
36.93,16.39,48.57,0,Medium
76.0,15.24,42.64,0,Medium
91.73,20.16,109.18,1,High
68.38,17.78,7.83,1,Medium
84.77,28.3,53.38,0,Medium
75.04,30.57,85.66,0,High
20.98,19.15,66.42,0,Medium
70.2,32.17,95.76,1,High
20.24,35.45,112.17,0,High
51.76,42.2,66.1,0,Medium
36.12,33.18,7.06,0,Low
93.63,18.36,112.77,1,High
87.22,17.32,2.19,1,Medium
84.93,19.21,14.95,0,Low
78.42,46.34,91.92,0,High
86.59,21.04,8.2,0,Low
91.4,37.82,114.26,0,High
79.34,23.01,65.02,0,Medium
79.58,18.9,57.04,0,Medium
54.56,24.37,14.26,0,Low
67.24,20.6,86.83,1,High
22.1,32.23,38.41,1,Medium
87.36,45.2,36.39,1,Medium
66.56,21.63,91.24,0,High
48.75,29.49,21.64,0,Low
82.26,41.33,89.59,1,High
57.47,34.65,110.31,0,High
33.07,27.25,6.27,0,Low
40.56,40.58,64.17,1,Medium
60.85,25.06,21.64,0,Low
67.38,27.52,22.41,1,Medium
22.39,25.17,108.23,0,High
66.07,33.72,99.45,1,High
44.14,16.35,37.76,0,Low
28.77,30.12,45.76,0,Medium
21.62,42.79,116.84,0,High
62.24,26.03,17.88,0,Medium
85.96,28.89,49.77,0,Medium
33.99,19.99,19.86,0,Low
38.84,44.89,33.43,0,Medium
59.65,36.6,64.36,1,High
97.61,30.15,76.31,0,Medium
89.16,24.25,93.1,1,High
62.69,32.32,102.05,0,High
41.71,26.8,57.47,0,Medium
81.64,15.62,54.6,0,Medium
30.45,28.12,49.4,1,Medium
45.71,34.44,61.89,0,Medium
29.14,24.91,51.75,1,Medium
39.62,17.8,49.66,0,Medium
78.67,33.41,86.9,0,High
64.06,40.43,38.05,0,Medium
60.25,17.97,79.95,0,Medium
49.29,16.61,3.56,0,Low
48.44,24.07,117.6,1,High
42.7,17.33,81.99,1,High
40.03,39.62,92.37,0,Medium
76.3,47.67,29.12,1,Medium
32.83,36.8,90.6,1,High
66.07,25.01,105.16,1,High
87.89,21.29,98.56,1,High
26.03,37.37,94.87,0,High
73.76,40.38,60.69,0,Medium
90.68,22.77,59.61,0,Medium
36.91,47.28,52.15,1,Medium
51.79,35.56,110.76,0,High
75.99,25.62,102.86,1,High
97.86,43.52,36.44,0,Low
45.85,24.46,16.32,0,Low
60.97,22.11,112.63,0,High
28.74,35.55,101.94,0,High
41.2,24.01,53.66,0,Medium
71.88,16.75,40.84,0,Medium
37.67,21.62,0.11,0,Medium
41.84,47.83,110.21,1,High
57.1,42.87,96.32,1,High
53.34,43.71,105.85,1,High
32.45,37.64,109.97,0,High
66.34,28.48,97.31,0,High
41.9,20.2,36.78,1,Medium
72.81,19.7,13.36,1,Medium
89.97,46.16,5.59,0,Low
99.75,26.48,34.26,0,Low
78.29,30.56,29.35,0,Low
52.0,37.06,48.03,0,Medium
82.06,47.26,53.32,0,Medium
30.71,24.8,10.37,0,Low
47.71,41.19,29.51,0,Medium
65.35,21.4,41.37,0,Medium
31.89,29.74,65.17,1,High
25.61,26.11,96.51,1,High
52.8,25.44,109.94,0,High
92.74,39.62,81.82,1,High
71.07,21.91,27.08,0,Low
25.73,16.2,53.18,0,Medium
28.86,21.49,63.58,0,Medium
93.93,32.98,49.81,0,Medium
94.57,31.55,60.45,0,Medium
55.07,23.99,79.06,0,Medium
76.75,36.25,47.68,1,Medium
20.48,17.47,51.67,1,Medium
72.44,25.18,119.72,0,High
97.36,43.64,38.27,0,Low
74.76,31.21,2.02,1,Medium
45.27,20.99,22.5,0,Low
80.64,29.42,25.05,1,Medium
85.18,39.08,49.03,0,Medium
66.32,32.08,81.72,0,High
54.24,15.53,28.36,0,Low
64.19,38.58,32.96,0,Medium
52.9,28.27,21.47,0,Low
92.72,34.59,35.92,0,Low
46.58,42.28,8.84,1,Medium
32.48,44.0,51.0,1,Medium
51.59,24.95,16.55,0,Low
82.03,21.66,87.76,0,High
26.94,46.34,55.57,0,Medium
42.3,31.68,106.35,1,High
72.98,18.8,35.21,1,Medium
70.83,29.3,29.34,0,Low
61.55,33.3,26.63,0,Low
49.08,19.94,71.62,0,Medium
88.79,42.9,13.09,0,Low
99.98,22.43,33.66,0,Low
75.36,30.87,26.51,0,Low
83.39,31.46,34.62,1,Medium
76.81,33.88,105.53,1,High
37.34,18.98,55.87,0,Medium
45.92,41.89,89.86,0,High
52.63,27.86,19.31,1,Medium
57.95,26.26,25.93,0,Low
42.94,40.0,75.57,0,Medium
70.48,20.07,43.66,0,Medium
35.03,43.33,6.4,0,Low
62.52,41.42,71.42,0,Medium
75.29,22.52,89.02,1,High
38.22,22.81,103.04,1,High
77.17,20.24,19.09,0,Low
38.85,15.3,44.45,0,High
70.13,17.34,38.04,0,Low
52.96,30.35,24.99,0,Low
92.85,22.39,37.29,1,Medium
46.62,35.89,22.76,0,Medium
20.55,43.21,84.45,0,High
37.88,20.56,56.54,0,Medium
37.45,36.88,92.02,1,Medium
55.17,40.54,78.09,0,Medium
38.8,32.55,24.52,0,Low
43.3,31.72,58.41,0,Medium
93.56,42.72,105.49,0,High
68.74,29.35,38.65,0,Medium
20.6,43.1,5.57,0,High
35.85,44.56,22.81,0,Low
39.26,19.97,37.95,0,Low
99.91,22.58,99.68,1,High
38.04,28.92,67.03,1,High
41.97,33.13,65.96,0,Medium
33.49,20.32,36.25,1,Medium
61.04,35.58,42.9,1,Medium
43.55,26.34,54.33,0,Medium
37.87,31.1,17.94,0,Low
33.96,34.18,50.0,1,Medium
53.09,40.87,49.96,0,Medium
52.98,40.04,41.24,0,Medium
64.45,37.75,77.22,0,Medium
65.06,24.72,2.74,0,Low
56.04,20.44,34.57,0,Low
33.74,35.2,90.4,0,High
94.11,34.85,92.0,1,High
69.81,25.13,51.8,0,Medium
23.35,29.5,25.66,0,Low
43.97,20.78,26.34,0,Low
60.0,16.83,4.79,1,Medium
69.72,33.58,38.28,0,Low
86.8,44.56,58.0,0,Medium
72.67,17.9,56.87,1,Medium
20.3,25.72,70.74,0,Medium
99.3,46.0,15.08,0,Low
78.68,27.09,89.55,1,High
77.31,35.65,100.47,1,High
23.88,21.34,0.51,0,Low
72.63,27.7,0.38,0,Low
89.29,15.75,63.66,0,Medium
68.67,37.49,14.69,0,Medium
97.94,29.62,41.34,0,Medium
40.58,20.68,20.43,0,Low
21.58,16.72,111.59,1,High
56.1,23.09,115.52,0,High
55.9,27.38,4.54,1,Medium
28.19,33.51,11.85,1,Medium
55.38,19.54,0.53,1,Medium
84.02,45.21,48.71,0,Medium
70.15,21.08,12.92,0,Low
31.1,24.68,36.71,1,Medium
72.25,31.81,24.17,1,Medium
58.34,17.05,30.97,0,Low
90.07,34.87,50.75,0,Medium
72.06,34.31,18.58,0,Low
23.98,25.82,104.38,0,High
96.51,43.88,99.03,0,High
80.52,34.05,86.36,1,High
96.61,24.99,118.34,0,High
28.98,40.9,66.58,0,Medium
46.57,29.8,103.52,0,High
66.68,47.72,28.97,1,Medium
64.32,35.24,87.12,0,Medium
70.58,47.96,35.35,1,Medium
54.03,23.28,41.64,0,Medium
51.68,16.32,110.15,0,High
26.92,35.93,103.66,1,High
31.71,34.88,110.55,0,High
81.27,39.5,29.61,1,Medium
82.05,37.94,79.9,0,Medium
47.17,16.4,104.25,0,High
25.55,38.87,89.85,0,High
93.06,39.85,78.93,0,Medium
94.26,34.66,50.0,0,Medium
71.57,17.55,17.06,0,Low
96.15,29.12,94.09,0,High
31.63,47.9,3.63,0,Low
74.54,23.44,86.59,1,High
37.53,37.99,94.01,1,High
82.33,17.84,22.89,0,Low
64.95,27.79,117.4,0,High
52.93,25.3,39.08,0,Medium
74.55,21.64,46.1,1,Medium
78.35,26.7,19.61,1,Medium
41.41,40.57,39.74,1,Medium
57.48,16.03,115.19,1,High
50.78,31.15,94.25,1,High
71.68,46.37,98.09,0,High
48.58,29.62,78.96,0,Medium
27.35,42.39,24.5,0,High
30.33,41.79,98.24,0,High
41.64,42.28,42.24,0,Medium
20.47,33.96,89.7,1,High
62.43,20.88,77.51,1,High
74.83,18.65,12.75,0,Low
84.78,41.27,16.97,0,Medium
70.61,17.08,113.34,1,High
30.26,21.92,54.11,0,Medium
22.07,15.01,42.04,0,Medium
93.01,44.06,17.18,0,Low
45.01,36.89,28.46,0,Medium
40.04,46.82,36.75,1,Medium
33.7,31.73,13.53,0,Low
49.0,20.56,48.0,0,Medium
28.09,32.73,56.17,0,Medium
98.49,20.81,23.13,1,Medium
55.49,23.24,51.53,0,Medium
93.22,25.11,23.78,0,Low
47.45,42.77,62.26,0,Medium
80.17,24.83,72.8,0,High
63.97,34.75,71.99,0,Medium
97.73,35.52,80.51,0,High
25.15,26.56,21.13,0,Low
44.22,25.99,80.44,1,High
49.11,18.34,20.96,0,Low
72.98,20.15,23.29,0,Low
21.5,31.54,103.53,0,High
98.58,37.33,102.08,0,High
50.77,25.7,86.04,0,High
65.49,24.72,58.74,0,Medium
83.29,34.29,1.13,0,Low
93.22,28.65,68.94,0,Medium
25.38,44.61,109.25,0,High
24.6,34.73,51.5,0,High
42.95,36.51,75.26,1,High
86.85,34.98,8.25,0,Low
71.33,35.28,1.25,0,Medium
81.5,16.95,36.44,0,Low
53.66,17.35,13.59,0,Low
76.91,16.59,67.52,0,Medium
82.72,27.39,74.73,1,High
26.5,29.34,21.93,0,Low
67.26,26.89,34.65,1,Medium
83.96,19.4,89.61,0,Medium
62.27,19.29,25.19,0,Low
91.35,36.69,99.87,0,High
48.93,33.12,61.91,0,Medium
66.24,39.9,44.41,0,Medium
33.86,34.27,50.47,1,Medium
35.62,40.39,107.04,0,High
62.75,43.23,89.94,1,High
92.05,43.18,6.45,0,Low
25.06,40.03,64.36,0,Medium
87.14,16.9,73.93,0,Medium
98.64,37.64,12.5,1,Medium
99.74,18.25,12.04,0,Low
25.48,44.33,96.05,0,High
45.8,44.91,35.85,1,Medium
74.47,44.56,18.71,0,Low
73.44,45.16,45.69,0,Medium
83.02,44.6,81.61,1,High
96.32,46.97,116.09,1,High
80.77,39.85,10.31,0,Medium
59.46,22.91,6.38,1,Medium
79.57,45.75,56.4,0,Medium
69.3,26.6,89.55,0,High
39.42,32.39,26.81,1,Medium
63.92,38.89,10.51,0,Medium
57.2,43.58,29.23,0,Low
85.17,41.79,55.56,0,Medium
30.6,18.77,92.63,0,High
92.58,36.77,47.54,0,Medium
80.82,33.62,61.05,0,Medium
86.43,17.06,90.59,0,High
74.32,38.65,62.84,0,Medium
36.15,26.57,49.21,0,Medium
77.67,20.74,43.95,1,Medium
39.85,32.34,95.02,0,High
46.63,36.56,65.94,1,High
61.01,30.62,23.81,0,Low
41.66,33.72,55.47,0,Medium
37.56,18.3,94.24,0,High
21.9,23.29,5.2,0,Low
61.1,33.3,30.29,0,Medium
71.68,39.24,80.76,0,High
77.24,19.23,23.42,0,Low
29.55,20.11,19.87,0,Low
34.11,38.51,33.72,0,Medium
82.82,46.67,59.1,1,Medium
32.64,42.81,10.18,0,Low
61.42,42.96,3.31,0,Low
87.26,32.46,7.34,0,Medium
31.07,41.33,55.78,0,Medium
69.88,24.64,16.04,0,Low
62.32,23.99,31.7,0,Low
82.17,43.67,35.15,0,Medium
79.75,24.98,67.38,1,High
85.38,43.96,5.51,0,Low
44.75,23.23,32.1,0,Low
51.5,36.64,100.32,0,High
31.82,41.93,4.47,1,Medium
73.39,27.16,78.25,0,Medium
56.64,16.5,51.63,0,Medium
26.02,37.05,37.06,1,Medium
59.8,25.24,83.33,1,High
42.92,35.49,95.91,0,Medium
62.84,47.85,116.28,1,High
47.6,20.29,79.91,0,Medium
86.19,26.11,80.05,0,Medium
50.24,46.35,57.99,1,Medium
97.07,44.96,68.64,0,Medium
85.27,43.42,98.26,0,High
65.53,20.16,7.32,0,Low
88.33,40.83,102.87,0,High
20.81,35.66,14.46,1,Medium
85.86,39.55,113.85,0,High
30.63,43.99,100.64,0,High
29.34,45.49,20.86,0,High
29.96,15.68,119.29,0,High
42.77,22.26,51.1,0,High
99.73,32.45,46.59,0,Medium
41.29,31.57,51.82,0,Medium
38.02,15.91,4.59,1,Medium
84.65,44.26,76.21,0,Medium
52.11,25.97,104.4,0,High
43.1,19.5,110.23,1,Medium
34.64,41.76,62.82,0,Medium
25.49,43.25,23.03,1,High
26.66,18.16,96.05,0,High
47.89,39.06,7.96,1,Medium
68.56,47.09,44.95,1,Medium
71.07,19.61,66.34,1,High
86.81,29.18,116.01,0,High
49.42,34.81,10.18,0,Low
96.16,28.58,91.52,0,High
89.05,15.01,6.71,0,Low
47.34,17.19,38.14,1,High
29.33,24.49,76.94,0,Medium
46.34,23.15,114.83,1,High
55.6,21.25,18.81,1,Medium
68.97,36.46,92.8,0,High
78.66,41.56,86.52,0,High
53.8,18.2,54.15,1,High
75.15,33.54,40.93,0,Medium
72.19,34.88,55.22,0,Medium
98.48,29.02,47.06,0,Medium
99.25,38.32,43.1,0,Medium
22.94,32.42,97.37,0,High
78.24,38.74,31.5,0,Medium
87.18,19.49,23.38,0,Medium
53.25,41.01,17.85,0,Medium
60.47,31.44,67.06,1,High
74.19,28.06,34.79,1,Medium
22.59,39.75,45.84,0,Medium
32.43,32.6,83.47,1,High
55.57,22.13,67.81,1,High
29.07,31.02,37.39,0,Low
92.63,31.17,98.22,1,High
26.01,28.88,80.24,0,High
71.21,20.85,4.46,0,Low
27.29,45.94,115.62,0,High
86.66,21.76,51.53,0,Medium
93.58,36.48,13.29,0,Medium
90.79,19.57,6.52,0,Low
87.07,17.46,96.13,1,Medium
56.91,22.3,71.25,1,Medium
78.17,21.94,78.77,0,Medium
81.58,23.86,46.75,1,Medium
64.86,31.65,116.23,0,High
77.58,45.64,108.94,0,High
83.68,41.55,77.32,1,High
36.35,31.49,62.58,1,High
27.11,37.87,101.83,0,High
32.54,42.92,114.24,1,High
60.47,32.54,84.78,0,High
38.47,27.49,103.83,1,High
34.74,42.94,69.49,0,Medium
54.95,46.6,61.11,0,Medium
50.32,29.1,40.43,1,Medium
89.84,44.88,105.7,0,High
71.03,46.51,87.25,0,High
81.8,45.34,91.59,0,High
59.99,25.83,113.13,0,High
47.86,36.1,62.41,1,High
48.72,29.28,24.68,0,Low
90.49,16.7,116.8,0,High
36.36,24.77,105.09,1,High
76.46,43.78,79.03,0,Medium
90.19,24.1,15.41,0,Low
30.93,35.66,38.26,1,Medium
80.72,41.18,18.66,0,Medium
32.89,21.85,0.29,0,Low
77.94,46.75,25.05,0,Low
21.44,40.03,52.08,0,Medium
32.6,29.84,24.35,0,Low
47.3,32.42,80.34,0,High
21.8,18.78,47.4,0,Medium
52.89,29.57,13.09,0,Low
51.08,31.73,37.7,0,Low
59.59,45.06,100.56,0,High
32.25,37.77,56.24,0,Medium
43.63,24.39,58.9,1,Medium
79.74,30.58,86.86,0,High
38.0,39.38,85.81,1,High
88.42,23.23,88.32,0,High
52.12,35.04,119.01,0,High
23.63,41.08,50.84,1,Medium
80.59,30.35,104.22,0,High
91.08,23.4,79.09,1,High
40.88,36.94,101.9,1,High
20.98,29.59,56.64,0,Medium
93.19,25.79,69.51,0,Medium
23.26,46.11,5.6,0,High
82.91,19.9,21.52,0,Low
57.56,39.14,78.15,1,High
97.52,29.81,5.33,1,Medium
99.96,24.99,3.17,0,Low
41.93,47.75,84.56,1,High
33.73,19.06,70.45,0,Medium
91.38,23.14,110.76,0,High
87.66,16.17,67.14,0,Medium
89.08,22.93,100.78,1,High
50.48,43.18,17.35,0,Low
56.2,26.64,14.18,0,Low
75.23,33.98,60.21,0,Medium
75.94,32.57,77.42,0,Medium
69.98,29.64,90.91,0,High
85.66,34.86,89.92,1,High
40.58,15.12,116.01,0,High
40.33,37.87,52.18,0,Medium
47.93,23.07,32.09,1,Medium
21.39,18.78,32.6,1,Medium
28.45,43.58,26.53,1,Medium
77.22,23.47,61.14,1,High
30.03,28.59,102.2,1,High
84.68,24.02,0.34,0,Medium
92.78,36.18,69.96,1,High
74.18,17.0,105.7,0,High
41.03,19.03,84.29,0,High
21.9,42.0,24.73,0,High
28.0,17.38,3.08,0,Low
72.85,47.64,80.33,0,High
50.15,34.79,115.05,0,High
46.6,44.16,16.29,0,Low
77.25,41.61,57.24,1,Medium
49.4,25.58,61.2,0,Medium
30.98,29.38,107.0,1,High
72.84,44.29,71.25,0,Medium
48.22,46.09,106.32,0,High
56.09,16.94,107.09,0,High
42.36,26.32,14.78,0,Low
38.73,35.56,117.51,1,High
59.53,20.5,63.79,0,Medium
32.38,43.26,37.37,0,Low
87.13,39.42,100.87,0,High
51.49,27.51,50.21,1,Medium
51.16,16.14,33.02,0,Low
84.49,32.91,102.49,0,High
98.16,15.49,71.62,0,Medium
67.89,26.95,7.27,1,Medium
27.87,35.16,63.1,0,Medium
21.35,23.94,93.29,0,High
26.52,41.36,106.22,0,High
23.52,34.51,109.18,0,High
71.43,42.46,57.1,0,Medium
47.88,34.24,55.76,0,Medium
50.81,28.03,65.75,0,Medium
50.45,27.68,74.04,1,High
60.4,29.95,86.31,0,High
49.98,25.79,85.72,0,High
64.44,40.5,22.8,0,Medium
52.58,36.91,59.17,0,Medium
81.83,32.37,114.01,0,High
33.43,24.43,40.57,1,Medium
35.38,35.93,22.81,1,Medium
72.66,45.9,58.79,1,Medium
64.67,15.49,103.35,0,High
59.51,35.41,30.9,0,Medium
32.99,16.85,76.34,0,Medium
76.17,47.69,86.74,0,High
26.38,22.32,50.1,1,Medium
99.65,27.24,85.11,0,High
46.95,22.7,39.37,1,Medium
37.39,44.89,10.23,0,Low
48.36,32.08,5.21,0,Low
74.48,33.72,52.55,0,Medium
60.01,15.86,39.39,0,Low
25.03,36.52,47.73,0,Medium
96.56,29.04,31.72,0,Low
69.79,25.62,7.65,1,Medium
29.91,45.57,1.66,0,High
48.8,32.39,83.49,0,High
85.37,39.6,97.01,0,High
79.77,34.89,79.99,0,Medium
90.86,26.53,78.42,1,High
80.09,41.1,50.41,0,Medium
33.52,23.6,109.46,0,High
39.32,38.86,68.87,0,Medium
76.54,44.88,67.62,1,High
76.66,31.3,65.83,0,Medium
81.91,38.88,85.72,0,High
67.63,46.91,14.3,0,Low
58.18,24.51,66.0,0,Medium
48.54,20.8,69.17,0,Medium
65.19,32.75,20.78,0,Low
81.89,26.93,29.85,0,Low
22.17,42.08,23.61,0,High
97.51,46.86,32.93,0,Low
70.34,34.73,6.55,1,Medium
30.24,23.5,108.83,0,High
87.06,39.25,46.97,0,Medium
79.45,44.75,71.84,0,Medium
56.36,41.78,6.46,1,Medium
25.89,47.23,0.66,0,High
97.4,27.59,3.27,1,Medium
98.94,47.33,40.47,0,Medium
61.77,34.79,30.13,0,Low
20.08,22.55,25.19,1,Medium
70.07,18.39,88.62,0,High
72.81,21.51,10.24,1,Medium
96.99,27.6,39.09,0,Low
98.37,22.3,44.3,0,Medium
50.63,43.27,16.84,0,Low
33.64,15.41,32.8,1,Medium
84.82,38.75,113.69,0,High
73.23,22.16,36.43,0,Low
56.95,22.52,119.22,1,High
84.72,42.68,95.39,1,High
80.54,39.61,32.59,1,Medium
58.39,33.93,100.43,0,High
41.08,30.8,40.25,1,Low
40.49,33.87,7.48,1,High
65.46,26.14,17.68,0,Low
74.33,32.53,96.78,0,High
75.2,22.59,78.22,0,High
89.48,24.6,119.73,0,High
88.1,25.05,54.06,0,Medium
53.79,25.21,81.21,1,High
76.91,20.16,50.64,0,Medium
27.59,43.12,86.88,0,High
78.26,34.83,67.02,0,Medium
66.28,41.69,89.31,0,High
35.45,20.46,70.36,0,Medium
83.84,45.75,50.09,0,Medium
62.76,15.72,60.45,0,Medium
71.96,26.83,0.69,1,Medium
93.79,25.73,31.06,0,Low
48.55,17.22,48.34,1,Medium
33.04,36.74,63.2,1,High
59.42,41.27,114.72,1,High
76.38,37.85,44.92,0,High
68.52,28.28,65.25,1,High
69.87,31.97,94.45,0,High
85.22,17.25,82.91,0,High
35.65,22.06,23.78,0,Low
72.74,18.47,3.23,0,Low
99.09,25.0,26.65,1,Medium
68.47,40.8,43.75,0,Medium
87.72,33.78,34.79,0,Low
57.24,47.58,105.49,1,High
68.08,32.65,61.67,0,Medium
63.02,16.61,53.8,0,Medium
24.08,44.17,99.2,0,Medium
64.99,16.8,38.45,0,Low
48.62,43.38,110.2,1,High
76.79,39.98,47.09,0,Medium
79.18,38.72,10.3,1,Medium
94.6,45.15,95.69,1,High
34.98,27.16,32.05,0,Low
71.69,47.47,82.45,1,High
71.45,30.06,79.16,0,Medium
62.51,29.93,8.71,0,Low
51.57,27.77,33.6,0,Low
44.91,20.69,104.32,0,High
46.16,16.57,4.42,0,Low
78.46,26.53,116.17,0,High
54.11,21.98,106.28,0,High
51.12,44.76,77.09,0,Medium
92.15,33.04,34.21,0,Low
45.13,32.72,40.78,0,Medium
30.41,16.22,18.92,0,Low
59.12,27.68,85.01,1,High
72.47,30.81,92.41,0,High
34.74,18.02,20.33,0,Low
94.04,24.84,100.84,0,High
63.87,19.81,9.51,0,Low
48.04,26.76,45.47,0,Medium
29.52,41.06,65.93,1,Medium
37.94,23.61,1.71,1,Medium
88.43,44.64,46.79,0,Medium
81.55,32.73,30.57,0,Low
63.37,15.45,115.13,0,High
36.92,40.24,88.47,1,High
72.66,42.57,24.73,0,Low
27.72,18.49,23.74,1,Medium
79.9,21.16,119.12,1,High
94.32,42.47,77.75,0,Medium
20.77,29.33,10.74,0,Low
93.31,44.04,98.27,0,High
23.87,36.58,77.07,0,Medium
59.13,22.92,37.7,0,Low
96.47,32.77,87.74,0,High
72.25,30.91,68.69,1,High
96.22,15.11,25.53,1,Medium
67.85,20.85,97.68,0,High
50.98,32.21,57.62,1,Medium
92.67,31.6,109.97,0,High
43.49,41.08,31.72,1,Medium
21.73,46.25,120.0,0,High
91.92,39.54,39.87,0,Medium
21.92,31.55,87.89,1,High
62.6,39.27,115.73,0,High
66.69,34.91,65.42,1,High
77.31,31.91,104.45,0,High
21.58,16.95,42.22,0,Medium
35.15,22.6,93.66,0,High
33.79,18.66,10.46,0,Medium
46.69,46.73,60.9,0,Medium
41.45,46.24,46.03,0,Medium
64.06,25.08,63.83,1,High
20.57,44.18,80.55,1,High
74.65,45.34,35.9,0,Low
91.47,45.16,35.18,1,Medium
43.66,44.17,4.4,0,Low
98.13,36.45,113.99,1,High
20.7,47.38,108.33,1,Medium
49.36,23.53,101.63,1,High
64.36,27.45,17.49,0,Low
55.15,27.25,108.69,0,High
69.3,44.3,35.91,0,Low
68.0,47.94,118.14,0,High
91.79,47.53,93.43,1,High
91.72,40.36,89.07,0,High
52.26,41.69,35.25,0,Medium
87.56,25.56,89.03,1,High
53.39,16.82,113.72,0,Medium
87.06,31.79,84.24,0,High
29.31,15.09,59.63,0,Medium
49.84,16.02,109.8,0,High
75.54,23.38,7.65,0,Low
76.02,42.05,26.69,0,Medium
37.14,40.14,95.21,0,High
64.08,28.95,118.98,0,High
31.63,29.88,92.59,0,High
60.94,47.73,20.86,0,Low
57.44,32.44,31.84,0,Low
97.83,47.9,80.38,0,High
21.9,42.54,59.67,0,High
49.49,16.05,50.85,0,Medium
39.79,34.28,38.13,0,Low
66.21,20.28,63.39,0,Medium
54.19,31.81,21.71,0,Low
73.29,29.35,93.52,0,High
41.9,16.49,64.79,0,Medium
55.02,21.47,103.62,1,High
88.53,27.97,14.15,1,Medium
32.16,36.61,52.58,0,Medium
85.87,28.09,88.62,0,High
55.24,31.75,54.94,0,Medium
82.94,34.23,64.97,0,Medium
84.95,43.28,32.07,0,Low
53.96,45.0,14.45,1,Medium
65.23,26.6,113.05,1,High
70.79,15.13,87.31,0,High
75.31,16.72,11.12,1,Medium
74.72,29.11,24.06,0,Low
76.53,40.19,35.36,0,Medium
50.31,46.85,83.18,0,High
39.12,38.53,60.07,1,High
70.79,39.27,29.19,0,Medium
41.69,21.44,96.5,0,High
37.83,37.64,93.72,0,High
22.45,19.39,70.65,0,Medium
64.33,25.51,66.49,0,Medium
56.46,36.39,69.36,0,Medium
99.03,21.83,94.83,1,High
34.86,46.92,82.32,1,High
68.29,26.14,31.29,0,Low
46.18,43.92,32.26,1,Medium
28.57,24.13,60.86,1,High
76.25,33.05,100.77,0,High
40.9,41.14,23.62,1,Medium
79.3,35.22,4.67,1,Medium
79.71,30.32,2.08,1,Medium
75.54,16.1,5.2,1,Medium
63.36,19.08,77.79,0,Medium
95.87,24.02,3.53,0,Low
24.78,26.87,35.76,1,Medium
72.73,32.67,109.29,1,High
50.68,36.64,70.09,1,High
44.41,26.85,74.84,0,Medium
96.38,21.19,74.26,0,Medium
48.97,47.5,16.92,0,Low
92.04,47.35,106.18,1,High
54.25,36.5,47.31,0,Medium
87.64,21.39,22.2,0,Medium
75.43,24.77,66.88,1,High
69.83,25.09,25.77,1,Medium
69.83,20.53,43.52,0,Medium
67.78,23.28,111.93,0,High
92.35,36.62,73.67,0,Medium
87.01,37.37,43.2,1,Medium
95.29,19.68,31.13,0,Low
32.86,41.87,61.23,0,Medium
23.43,36.02,18.0,0,High
91.96,42.68,115.0,0,High
51.87,44.57,111.23,0,High
36.16,46.18,113.66,0,High
64.89,46.16,11.27,0,Low
47.13,19.47,57.5,1,Medium
64.75,44.63,33.37,1,Medium
76.19,33.0,97.84,0,High
97.27,38.75,81.23,0,Medium
39.28,40.21,85.18,0,High
35.62,23.7,113.69,0,High
58.97,27.77,87.54,0,High
67.29,27.04,67.76,0,High
54.36,31.24,10.02,0,Low
52.85,42.73,54.93,0,Medium
77.22,47.27,65.95,0,Medium
80.11,44.99,84.37,0,High
66.17,25.05,85.16,0,High
38.64,32.96,90.71,0,High
30.2,28.63,15.07,0,Low
62.69,22.49,53.9,0,Medium
20.71,23.0,117.41,0,High
69.22,17.54,69.29,1,High
95.17,20.71,55.53,1,Medium
25.21,23.73,118.83,1,High
26.2,32.46,54.25,0,Medium
34.37,39.71,87.09,0,Medium
40.8,42.72,72.1,0,Medium
40.81,46.24,87.33,1,High
66.59,26.0,47.66,0,Medium
66.3,38.45,23.44,0,Medium
53.55,38.05,73.05,0,Medium
92.23,41.41,98.91,1,High
64.31,16.46,92.38,0,High
40.74,24.35,40.56,0,Medium
40.46,21.81,99.16,1,High
61.64,33.95,106.28,0,High
89.71,22.09,28.94,0,Low
64.24,22.67,26.68,0,Low
75.05,47.21,24.29,0,Low
75.2,34.55,64.76,1,High
70.04,33.87,64.74,0,Medium
80.43,31.82,4.07,0,Low
49.91,28.64,74.88,0,Medium
88.0,18.76,110.95,0,High
69.98,22.02,53.75,1,High
40.73,34.57,36.03,0,Low
46.8,36.03,115.31,0,High
73.42,35.04,28.45,1,Medium
65.92,28.68,97.44,0,High
