region,rainfall_mm,temperature,soil_moisture
Kolkata,169.68,25.35,51.17
Kolkata,2.86,29.09,54.76
Kolkata,7.87,27.83,56.96
Kolkata,16.6,23.04,40.07
Kolkata,36.88,29.01,46.35
Kolkata,8.57,32.31,20.18
Kolkata,0.24,28.89,31.03
Kolkata,12.34,36.66,58.68
Kolkata,12.76,24.19,39.64
Kolkata,191.13,27.05,27.5
Kolkata,33.71,28.99,21.84
Kolkata,32.59,28.54,37.45
Kolkata,20.7,30.12,37.12
Kolkata,185.46,30.65,48.58
Kolkata,26.6,28.58,27.16
Kolkata,31.47,31.5,47.29
Kolkata,13.29,23.18,0.78
Kolkata,17.0,28.87,32.06
Kolkata,26.24,34.41,49.25
Kolkata,5.01,37.19,45.21
Kolkata,191.81,36.18,51.01
Kolkata,4.61,25.81,45.41
Kolkata,9.78,31.35,42.18
Kolkata,27.22,27.82,43.87
Kolkata,13.61,35.53,47.8
Kolkata,39.99,26.49,30.75
Kolkata,19.24,30.1,51.7
Kolkata,11.54,36.05,42.89
Kolkata,4.87,25.47,38.62
Kolkata,37.65,35.04,46.72
Kolkata,16.32,24.58,55.19
Kolkata,13.65,29.76,31.47
Kolkata,25.19,26.01,26.15
Kolkata,28.97,25.01,22.13
Kolkata,39.35,34.81,51.32
Kolkata,27.65,33.87,59.23
Kolkata,9.47,25.89,48.59
Kolkata,6.36,25.9,20.37
Kolkata,12.73,31.94,22.83
Kolkata,34.91,28.59,28.33
Kolkata,36.56,25.58,26.42
Kolkata,13.31,25.03,24.12
Kolkata,278.24,27.69,28.94
Kolkata,18.85,31.84,46.52
Kolkata,6.67,29.03,46.03
Kolkata,16.11,30.51,49.05
Kolkata,11.65,29.79,37.5
Kolkata,33.6,32.07,44.37
Kolkata,12.88,22.41,95.23
Kolkata,24.6,36.33,55.38
Kolkata,9.63,27.06,29.83
Kolkata,9.19,24.55,29.02
Kolkata,22.34,35.07,41.97
Kolkata,24.11,24.7,32.08
Kolkata,36.88,31.98,31.05
Kolkata,11.77,29.24,59.37
Kolkata,19.52,27.6,26.98
Kolkata,16.67,36.93,51.36
Kolkata,37.49,28.6,33.75
Kolkata,39.79,33.03,53.12
Kolkata,22.53,22.36,53.02
Kolkata,6.59,30.16,26.87
Kolkata,30.13,23.87,44.06
Kolkata,2.15,31.96,37.27
Kolkata,22.1,29.03,56.67
Kolkata,11.99,25.51,54.98
Kolkata,2.22,25.64,44.86
Kolkata,12.76,27.3,55.84
Kolkata,35.77,32.53,38.96
Kolkata,2.51,45.97,38.21
Kolkata,39.65,24.01,45.95
Kolkata,14.65,23.99,48.66
Kolkata,33.49,24.79,27.68
Kolkata,225.63,32.53,20.13
Kolkata,2.17,22.36,55.8
Kolkata,24.34,23.96,55.21
Kolkata,17.72,34.05,30.29
Kolkata,6.81,24.72,4.65
Kolkata,2.93,25.92,56.44
Kolkata,17.95,22.61,24.91
Kolkata,22.43,23.65,37.69
Kolkata,0.18,25.77,56.62
Kolkata,16.2,32.03,24.31
Kolkata,22.59,26.69,30.45
Kolkata,26.12,25.22,52.87
Kolkata,2.49,34.86,55.03
Kolkata,16.92,25.1,43.4
Kolkata,35.43,22.8,54.79
Kolkata,19.62,36.0,54.39
Kolkata,30.26,33.51,49.26
Kolkata,12.11,28.05,24.49
Kolkata,22.19,31.74,37.93
Kolkata,26.73,31.34,29.66
Kolkata,3.7,31.81,33.42
Kolkata,244.83,26.71,31.27
Kolkata,10.04,32.21,35.84
Kolkata,287.69,27.25,45.37
Kolkata,1.65,24.34,56.85
Kolkata,13.75,33.88,26.43
Kolkata,31.02,32.65,31.09
Kolkata,1.69,31.32,22.78
Kolkata,29.95,25.26,50.13
Kolkata,26.04,36.85,36.67
Kolkata,32.76,23.24,56.01
Kolkata,38.07,34.54,32.63
Kolkata,39.88,31.56,47.27
Kolkata,28.86,35.26,47.87
Kolkata,7.56,34.47,27.63
Kolkata,37.21,28.2,38.55
Kolkata,16.47,27.21,21.63
Kolkata,8.05,24.34,49.17
Kolkata,6.54,35.09,50.99
Kolkata,7.55,29.5,58.4
Kolkata,14.14,29.83,20.24
Kolkata,25.84,35.08,44.04
Jaipur,17.72,28.83,23.67
Jaipur,8.17,24.49,52.48
Jaipur,29.55,26.33,34.08
Jaipur,17.82,46.72,26.98
Jaipur,21.22,32.34,22.54
Jaipur,4.43,33.84,52.39
Jaipur,5.66,23.55,22.52
Jaipur,8.31,24.05,38.04
Jaipur,39.95,45.0,34.65
Jaipur,36.5,24.29,49.84
Jaipur,26.53,27.17,30.02
Jaipur,12.25,45.76,40.27
Jaipur,25.04,27.8,36.0
Jaipur,23.66,30.59,33.08
Jaipur,39.24,25.08,42.81
Jaipur,9.98,32.78,56.61
Jaipur,7.93,34.97,53.66
Jaipur,13.87,34.03,44.27
Jaipur,0.04,30.79,44.0
Jaipur,11.6,31.95,38.19
Jaipur,2.57,24.82,55.16
Jaipur,13.32,24.39,34.55
Jaipur,6.99,25.95,26.25
Jaipur,35.17,22.3,54.51
Jaipur,5.13,32.83,50.09
Jaipur,15.38,33.47,58.02
Jaipur,11.78,31.82,51.65
Jaipur,0.38,32.14,36.55
Jaipur,19.0,23.08,56.42
Jaipur,22.26,31.57,48.36
Jaipur,256.63,32.43,29.07
Jaipur,33.43,23.1,32.47
Jaipur,24.58,46.82,50.75
Jaipur,12.15,24.88,22.85
Jaipur,26.75,33.38,42.51
Jaipur,31.88,28.01,29.1
Jaipur,3.25,24.92,37.8
Jaipur,14.42,25.25,51.98
Jaipur,29.87,22.25,25.2
Jaipur,27.84,36.27,53.29
Jaipur,34.75,30.79,56.15
Jaipur,23.12,27.92,34.92
Jaipur,23.36,22.24,27.81
Jaipur,35.68,23.69,54.22
Jaipur,11.64,36.41,22.15
Jaipur,3.89,34.14,36.58
Jaipur,33.57,31.86,42.02
Jaipur,27.44,25.17,59.87
Jaipur,4.01,23.03,55.55
Jaipur,35.26,27.16,31.95
Jaipur,35.46,36.33,58.09
Jaipur,26.72,28.09,45.61
Jaipur,35.88,23.08,58.16
Jaipur,38.7,28.12,50.12
Jaipur,24.38,29.89,22.13
Jaipur,36.44,36.91,36.53
Jaipur,24.65,33.94,55.03
Jaipur,21.08,22.6,41.96
Jaipur,3.5,37.91,54.64
Jaipur,29.5,35.03,38.52
Jaipur,27.63,23.83,45.02
Jaipur,36.29,28.34,44.21
Jaipur,22.57,33.63,53.21
Jaipur,30.2,23.2,48.66
Jaipur,31.75,25.23,36.4
Jaipur,33.82,24.78,26.34
Jaipur,9.93,34.67,31.93
Jaipur,26.13,23.54,40.5
Jaipur,7.94,27.33,42.7
Jaipur,35.57,25.51,51.41
Jaipur,34.54,45.75,52.83
Jaipur,20.55,26.04,21.23
Jaipur,29.38,27.31,48.62
Jaipur,7.81,26.63,26.2
Jaipur,19.11,24.82,31.24
Jaipur,8.94,37.36,21.68
Jaipur,6.32,23.36,43.54
Jaipur,33.89,47.33,53.63
Jaipur,2.45,22.44,51.91
Jaipur,35.26,31.98,25.35
Jaipur,4.19,26.36,43.78
Jaipur,31.09,26.69,20.37
Jaipur,12.09,24.71,52.69
Jaipur,1.84,25.96,29.97
Jaipur,22.11,28.3,53.44
Jaipur,23.77,35.06,30.57
Jaipur,26.7,32.43,38.23
Jaipur,1.82,32.26,23.01
Jaipur,12.35,45.47,32.42
Jaipur,9.63,26.58,51.97
Jaipur,1.87,37.93,28.84
Jaipur,13.8,32.65,41.57
Jaipur,13.46,27.86,35.12
Jaipur,19.33,33.01,56.32
Jaipur,15.05,35.05,52.75
Jaipur,4.75,24.5,39.95
Jaipur,34.17,35.72,48.13
Jaipur,243.92,22.94,52.93
Jaipur,37.95,36.29,55.14
Jaipur,34.84,23.87,26.95
Jaipur,18.24,22.33,55.07
Jaipur,11.38,28.81,20.22
Jaipur,39.87,28.21,23.84
Jaipur,20.09,30.72,29.01
Jaipur,155.73,31.13,55.47
Jaipur,16.13,28.42,54.8
Jaipur,9.05,24.18,22.01
Jaipur,177.45,30.38,34.31
Jaipur,34.25,22.53,23.33
Jaipur,32.02,25.86,49.17
Jaipur,4.66,31.71,34.98
Jaipur,21.5,24.23,27.91
Jaipur,33.41,37.47,25.17
Jaipur,24.01,28.12,58.08
Jaipur,30.51,24.11,20.02
Jaipur,14.58,27.47,32.71
Jaipur,0.22,23.87,45.65
Jaipur,10.54,25.95,27.62
Jaipur,17.8,24.51,45.61
Jaipur,26.01,27.22,49.33
Jaipur,28.84,26.53,23.88
Jaipur,1.73,47.79,42.47
Jaipur,22.82,32.44,38.41
Jaipur,27.94,28.8,37.12
Jaipur,39.62,27.75,37.23
Jaipur,229.17,32.57,49.12
Jaipur,10.5,31.78,25.44
Jaipur,19.44,28.65,25.95
Jaipur,39.59,29.97,27.44
Jaipur,27.09,26.64,53.84
Jaipur,262.5,31.58,26.22
Jaipur,27.82,28.98,28.64
Jaipur,5.84,23.81,32.46
Jaipur,17.35,29.84,29.03
Jaipur,3.0,32.7,42.64
Jaipur,7.09,34.67,23.65
Jaipur,38.54,28.06,28.19
Jaipur,14.28,36.72,24.43
Jaipur,9.81,24.21,48.18
Jaipur,33.53,34.82,21.12
Jaipur,8.85,22.41,49.09
Jaipur,26.26,22.95,30.74
Jaipur,3.47,30.97,58.74
Jaipur,35.63,36.86,59.64
Jaipur,31.84,32.31,58.61
Jaipur,19.98,24.59,23.55
Jaipur,33.94,33.35,53.84
Jaipur,6.11,30.09,48.26
Jaipur,24.01,28.06,24.4
Jaipur,7.37,31.26,29.99
Jaipur,38.3,29.51,35.16
Jaipur,13.48,33.42,56.22
Jaipur,18.07,32.21,49.08
Jaipur,27.55,36.71,37.33
Jaipur,20.0,37.08,38.88
Jaipur,25.58,24.06,34.36
Jaipur,8.23,33.23,22.06
Jaipur,28.15,25.27,55.03
Jaipur,18.51,35.95,50.12
Jaipur,35.1,24.05,28.07
Jaipur,25.04,24.13,50.36
Jaipur,6.22,35.02,28.31
Jaipur,228.7,33.59,28.35
Jaipur,8.47,47.28,57.87
Jaipur,6.3,25.25,47.64
Jaipur,21.11,34.53,20.9
Jaipur,15.8,24.18,37.66
Jaipur,36.67,28.22,32.57
Jaipur,23.0,36.57,52.51
Jaipur,6.12,29.5,50.43
Jaipur,11.39,26.38,49.87
Jaipur,28.95,33.41,49.55
Jaipur,10.66,35.68,49.44
Jaipur,34.65,31.72,42.74
Jaipur,1.82,28.78,33.91
Jaipur,18.61,33.76,55.54
Jaipur,26.36,47.97,46.59
Jaipur,6.42,22.2,38.88
Jaipur,23.46,27.23,55.1
Jaipur,1.63,22.75,43.01
Nagpur,5.94,34.03,38.78
Nagpur,26.05,26.86,37.95
Nagpur,182.94,37.99,21.06
Nagpur,3.34,37.88,22.03
Nagpur,6.87,31.39,49.71
Nagpur,9.87,30.29,53.83
Nagpur,233.93,26.48,29.61
Nagpur,3.14,28.1,25.78
Nagpur,9.19,27.64,57.77
Nagpur,27.61,30.03,55.93
Nagpur,21.3,31.7,44.99
Nagpur,30.3,37.36,44.07
Nagpur,7.12,26.12,99.32
Nagpur,10.17,28.96,59.98
Nagpur,9.78,23.49,20.7
Nagpur,10.87,33.71,54.64
Nagpur,4.34,47.15,40.38
Nagpur,39.41,28.59,29.8
Nagpur,32.34,22.05,20.5
Nagpur,25.67,25.23,47.09
Nagpur,35.23,34.68,24.88
Nagpur,31.76,22.38,28.24
Nagpur,25.13,23.15,96.56
Nagpur,39.57,30.4,35.08
Nagpur,38.35,28.79,55.34
Nagpur,33.98,33.45,39.08
Nagpur,33.79,27.13,37.4
Nagpur,5.49,36.27,38.29
Nagpur,35.51,35.19,34.11
Nagpur,35.44,29.61,22.35
Nagpur,32.73,26.47,24.93
Nagpur,22.27,31.97,24.9
Nagpur,19.77,30.51,26.29
Nagpur,34.25,32.09,53.57
Nagpur,33.62,29.19,35.16
Nagpur,5.17,28.23,31.01
Nagpur,23.12,30.68,51.84
Nagpur,39.08,46.79,33.28
Nagpur,14.48,22.14,23.94
Nagpur,21.03,33.07,3.89
Nagpur,17.53,34.78,36.55
Nagpur,1.76,36.56,32.69
Nagpur,33.28,35.12,33.94
Nagpur,18.59,30.26,35.8
Nagpur,14.2,28.09,44.68
Nagpur,26.21,29.25,50.33
Nagpur,14.99,33.43,45.27
Nagpur,30.91,30.89,36.29
Nagpur,19.72,36.16,41.05
Nagpur,16.97,24.69,33.52
Nagpur,20.07,32.15,24.94
Nagpur,26.33,29.84,42.97
Nagpur,0.6,31.92,39.76
Nagpur,10.3,28.41,22.24
Nagpur,39.34,33.23,48.91
Nagpur,24.05,25.55,28.07
Nagpur,39.82,33.35,25.58
Nagpur,9.33,25.44,28.7
Nagpur,3.41,30.46,40.7
Nagpur,247.29,32.9,37.52
Nagpur,9.06,22.42,47.11
Nagpur,2.52,28.36,57.49
Nagpur,17.02,31.74,44.89
Nagpur,2.55,24.47,57.05
Nagpur,240.28,27.76,47.83
Nagpur,19.11,33.93,59.49
Nagpur,29.88,32.67,49.99
Nagpur,13.97,26.48,50.05
Nagpur,16.8,27.34,30.42
Nagpur,12.36,25.86,42.96
Nagpur,25.76,36.49,22.71
Nagpur,28.33,30.78,35.31
Nagpur,28.94,33.44,43.82
Nagpur,4.77,33.47,31.53
Nagpur,14.59,27.71,43.06
Nagpur,3.84,30.61,43.91
Nagpur,30.94,25.98,42.45
Nagpur,273.11,34.58,58.75
Nagpur,10.98,27.07,43.91
Nagpur,0.21,24.05,56.28
Nagpur,31.88,33.76,54.55
Nagpur,29.73,31.58,55.61
Nagpur,32.46,22.02,22.94
Nagpur,0.22,25.89,35.26
Nagpur,154.04,37.79,33.49
Nagpur,4.02,31.6,44.48
Nagpur,0.04,25.36,26.64
Nagpur,4.11,36.19,46.41
Nagpur,3.41,37.39,35.28
Nagpur,20.4,37.67,34.77
Nagpur,5.0,35.71,43.36
Nagpur,6.82,45.82,35.07
Nagpur,28.79,28.83,46.61
Nagpur,12.14,34.75,29.11
Nagpur,4.62,34.94,51.8
Nagpur,25.3,33.93,27.24
Nagpur,19.19,35.39,47.05
Nagpur,19.16,25.76,1.28
Nagpur,2.49,22.72,42.73
Nagpur,5.89,31.35,41.25
Nagpur,35.86,33.04,46.07
Nagpur,0.27,35.9,59.91
Nagpur,18.35,26.87,46.62
Nagpur,16.89,32.83,29.31
Nagpur,6.25,33.41,23.8
Nagpur,28.96,34.22,44.04
Nagpur,29.39,31.26,49.77
Nagpur,38.18,24.65,37.97
Nagpur,31.92,28.68,27.87
Nagpur,0.87,30.73,45.98
Nagpur,0.23,37.57,33.0
Nagpur,17.46,27.71,36.11
Nagpur,13.0,32.54,30.83
Nagpur,19.71,37.3,55.36
Nagpur,27.7,27.5,98.03
Nagpur,21.75,24.78,40.57
Nagpur,26.35,35.04,47.64
Nagpur,11.01,25.42,40.95
Nagpur,26.37,22.43,27.67
Nagpur,12.12,25.15,44.23
Nagpur,14.58,29.71,42.76
Nagpur,28.14,29.45,55.16
Nagpur,31.47,30.56,54.14
Nagpur,21.51,29.17,48.47
Nagpur,35.36,30.75,95.27
Nagpur,25.16,27.72,56.73
Nagpur,185.91,34.11,46.27
Nagpur,29.59,23.37,25.31
Nagpur,36.54,23.87,27.49
Nagpur,10.68,24.31,59.36
Nagpur,3.17,32.29,46.39
Nagpur,19.09,29.24,51.48
Nagpur,15.78,26.48,44.72
Nagpur,6.9,37.53,33.08
Nagpur,155.53,36.88,33.97
Nagpur,17.15,28.82,55.43
Nagpur,26.32,36.43,39.53
Nagpur,36.08,26.56,22.18
Nagpur,21.47,29.63,25.2
Nagpur,173.65,31.21,35.37
Nagpur,5.65,32.49,50.8
Nagpur,32.93,23.46,51.34
Nagpur,37.02,35.45,52.91
Nagpur,5.84,37.32,34.02
Nagpur,15.16,23.0,51.59
Nagpur,5.14,25.59,20.57
Nagpur,29.53,36.37,32.78
Nagpur,30.77,26.08,40.61
Nagpur,0.55,31.21,28.46
Nagpur,29.49,31.52,53.42
Nagpur,35.11,23.54,27.91
Nagpur,19.86,24.99,26.46
Nagpur,37.16,32.37,25.37
Nagpur,215.12,27.72,56.65
Nagpur,32.76,24.47,46.16
Nagpur,14.78,29.83,32.57
Nagpur,24.13,30.62,52.28
Nagpur,26.12,31.16,56.25
Nagpur,0.14,24.88,43.92
Nagpur,32.56,29.37,40.86
Nagpur,10.98,36.53,56.66
Nagpur,30.75,34.65,20.78
Nagpur,0.87,38.0,24.33
Nagpur,29.75,30.04,20.96
Nagpur,29.3,29.1,49.42
Nagpur,33.93,31.34,41.81
Nagpur,27.93,30.2,46.9
Nagpur,0.79,27.63,26.67
Nagpur,9.21,34.34,26.89
Nagpur,3.49,22.73,58.46
Nagpur,32.91,26.29,35.34
Nagpur,39.05,26.89,22.19
Nagpur,0.29,32.74,28.85
Nagpur,36.78,27.14,55.74
Nagpur,11.73,29.04,55.35
Nagpur,245.08,37.63,58.0
Nagpur,14.37,47.94,21.12
Nagpur,205.05,35.55,51.63
Nagpur,15.1,37.96,37.58
Nagpur,36.23,34.98,55.52
Patna,28.15,31.6,59.38
Patna,22.95,37.77,22.61
Patna,35.86,33.88,36.61
Patna,32.36,32.96,53.78
Patna,29.68,24.21,22.21
Patna,36.08,35.41,48.08
Patna,23.08,22.04,57.97
Patna,14.92,36.64,48.19
Patna,10.16,28.16,48.01
Patna,8.9,22.65,50.47
Patna,31.06,30.82,59.66
Patna,37.41,29.21,34.71
Patna,20.47,24.78,36.06
Patna,21.14,37.42,58.92
Patna,26.79,35.61,97.49
Patna,14.96,22.51,36.33
Patna,9.89,27.08,24.46
Patna,6.4,30.84,37.1
Patna,7.24,27.97,37.39
Patna,17.04,26.38,41.6
Patna,30.76,25.14,22.27
Patna,34.26,23.89,44.0
Patna,26.2,27.35,52.93
Patna,29.54,23.47,40.31
Patna,32.65,34.59,41.66
Patna,11.51,35.71,56.11
Patna,16.98,23.93,2.83
Patna,37.68,26.5,20.15
Patna,15.1,33.06,23.71
Patna,38.1,28.84,54.95
Patna,28.27,26.71,28.92
Patna,38.61,35.55,29.56
Patna,20.02,28.6,49.41
Patna,35.04,26.34,52.17
Patna,19.34,32.98,33.58
Patna,1.22,31.42,30.03
Patna,12.74,32.55,38.23
Patna,23.12,26.05,28.27
Patna,5.86,24.97,47.44
Patna,27.73,27.4,48.75
Patna,13.09,26.3,43.99
Patna,11.07,26.58,48.13
Patna,33.59,29.74,51.68
Patna,9.69,33.86,21.56
Patna,20.0,29.43,2.94
Patna,1.34,26.18,41.68
Patna,25.93,37.53,30.93
Patna,199.41,22.96,31.92
Patna,28.25,30.57,24.13
Patna,15.34,31.35,58.34
Patna,14.36,37.12,58.19
Patna,24.75,30.14,59.39
Patna,16.44,36.41,55.39
Patna,37.19,32.43,52.55
Patna,33.82,24.96,20.19
Patna,11.84,23.12,44.91
Patna,8.59,25.44,26.71
Patna,27.52,31.56,57.31
Patna,11.48,32.48,55.47
Patna,33.51,27.76,24.19
Patna,5.68,33.06,26.43
Patna,20.41,23.4,45.48
Patna,21.0,47.34,53.56
Patna,36.12,28.37,57.08
Patna,30.73,37.12,46.65
Patna,22.45,23.5,22.22
Patna,5.41,25.72,42.37
Patna,11.12,47.33,41.82
Patna,33.6,37.45,47.08
Patna,0.09,34.22,33.24
Patna,7.81,37.16,29.8
Patna,15.48,37.39,43.65
Patna,22.59,22.02,37.18
Patna,3.34,24.73,53.61
Patna,37.25,33.44,41.98
Patna,15.73,36.54,57.44
Patna,23.09,33.35,45.85
Patna,21.76,37.03,25.1
Patna,5.02,28.79,29.08
Patna,39.39,22.14,59.14
Patna,8.42,23.23,25.04
Patna,37.58,29.4,33.57
Patna,10.58,22.71,23.1
Patna,18.08,25.18,49.95
Patna,27.97,45.78,44.03
Patna,11.84,37.14,25.07
Patna,23.29,28.35,35.05
Patna,28.42,37.11,36.77
Patna,24.35,32.4,52.01
Patna,10.34,30.86,50.79
Patna,11.3,26.53,44.19
Patna,10.23,35.22,40.51
Patna,22.97,31.98,54.85
Patna,9.65,28.26,29.3
Patna,15.26,33.01,28.1
Patna,38.59,31.48,23.02
Patna,25.02,30.63,30.19
Patna,20.38,28.39,34.96
Patna,24.96,32.7,24.56
Patna,36.16,32.0,37.92
Patna,0.88,26.15,32.01
Patna,15.91,32.2,37.15
Patna,26.71,25.79,54.08
Patna,16.58,26.97,33.12
Patna,10.72,33.17,57.97
Patna,9.23,36.78,55.75
Patna,37.02,32.69,22.37
Patna,39.78,37.1,26.19
Patna,15.65,28.31,49.22
Patna,27.51,34.27,50.38
Patna,14.67,35.24,46.64
Patna,37.36,33.7,39.5
Patna,38.99,26.27,36.9
Patna,37.03,29.56,35.73
Patna,4.23,28.42,33.97
Patna,29.71,29.35,97.08
Patna,11.11,46.03,35.72
Patna,18.56,23.91,46.69
Patna,38.81,27.06,32.33
Patna,21.89,35.93,37.14
Patna,231.62,37.02,28.57
Patna,22.72,29.61,45.59
Patna,23.38,32.96,24.38
Patna,29.34,31.06,34.19
Patna,20.43,24.25,4.52
Patna,32.3,30.41,46.99
Patna,35.82,24.75,39.38
Patna,22.15,23.91,33.37
Patna,16.88,25.3,45.43
Patna,28.93,28.55,39.87
Patna,4.33,24.75,58.93
Patna,17.18,32.71,37.91
Patna,2.43,30.76,59.31
Patna,20.15,31.41,57.3
Patna,7.56,36.08,47.43
Patna,25.48,23.42,57.73
Patna,13.36,26.48,46.23
Patna,13.71,34.64,58.56
Patna,0.32,47.65,50.52
Patna,16.82,37.0,50.57
Patna,12.86,35.82,3.4
Patna,31.69,23.45,58.96
Patna,3.16,36.28,42.06
Patna,26.22,35.5,40.15
Patna,20.13,27.77,52.07
Patna,1.02,25.71,37.97
Patna,32.43,45.52,42.03
Patna,33.53,23.01,48.35
Patna,37.27,36.2,41.07
Patna,36.57,22.1,95.81
Patna,27.24,31.11,57.85
Patna,11.52,30.01,35.76
Patna,37.15,30.81,44.7
Patna,38.71,24.18,52.83
Patna,29.95,32.27,27.88
Patna,29.57,23.78,24.49
Patna,7.31,45.94,33.68
Patna,29.84,33.9,44.34
Patna,31.97,34.67,47.11
Patna,12.0,26.88,54.68
Patna,16.62,36.37,47.77
Patna,25.12,34.84,58.03
Patna,0.9,31.95,43.36
Patna,21.38,47.55,25.61
Patna,19.45,30.39,54.86
Patna,3.08,32.56,37.08
Patna,21.45,26.78,46.49
Patna,8.89,26.16,26.18
Patna,25.71,23.84,42.84
Patna,7.12,36.98,27.85
Patna,13.72,26.84,36.45
Patna,20.35,22.08,24.31
Patna,10.41,30.59,4.95
Patna,12.78,28.07,29.91
Patna,25.79,37.18,24.79
Patna,8.32,29.86,37.03
Patna,11.14,36.78,46.26
Patna,27.55,36.23,33.98
Patna,7.29,33.66,46.89
Patna,27.75,31.73,54.62
Lucknow,5.1,26.1,53.01
Lucknow,13.07,45.11,39.59
Lucknow,14.34,23.81,41.98
Lucknow,13.75,28.72,21.55
Lucknow,202.53,24.1,48.63
Lucknow,154.01,22.9,21.59
Lucknow,19.72,34.01,57.01
Lucknow,14.37,27.81,41.24
Lucknow,19.22,26.38,33.41
Lucknow,25.58,46.98,48.98
Lucknow,16.06,35.71,41.82
Lucknow,16.56,35.26,29.52
Lucknow,6.64,25.09,24.06
Lucknow,26.62,28.74,59.38
Lucknow,3.16,37.5,50.1
Lucknow,7.18,34.77,29.49
Lucknow,6.28,26.04,29.24
Lucknow,26.37,35.1,54.2
Lucknow,29.77,31.48,44.01
Lucknow,16.35,26.48,28.5
Lucknow,21.99,47.37,55.22
Lucknow,39.69,37.4,32.53
Lucknow,31.7,36.34,36.0
Lucknow,29.51,36.01,58.28
Lucknow,38.01,30.89,42.72
Lucknow,3.26,33.7,47.78
Lucknow,5.5,31.59,43.88
Lucknow,23.66,37.62,26.0
Lucknow,23.9,24.95,58.27
Lucknow,8.28,28.2,43.84
Lucknow,18.92,28.5,45.93
Lucknow,34.99,47.32,4.4
Lucknow,6.88,33.55,45.37
Lucknow,224.96,22.76,51.08
Lucknow,267.54,34.03,35.74
Lucknow,9.56,27.11,27.55
Lucknow,31.36,37.16,36.27
Lucknow,17.72,27.9,44.83
Lucknow,17.25,30.57,54.7
Lucknow,16.41,22.11,37.61
Lucknow,29.95,28.08,44.42
Lucknow,5.65,34.95,28.71
Lucknow,215.59,24.21,22.76
Lucknow,31.44,22.85,37.95
Lucknow,11.81,27.27,38.99
Lucknow,26.93,22.04,29.75
Lucknow,28.25,27.9,40.22
Lucknow,36.52,35.86,53.1
Lucknow,11.92,22.51,48.67
Lucknow,21.3,32.22,43.88
Lucknow,11.24,22.51,55.28
Lucknow,5.65,28.85,53.44
Lucknow,38.92,35.98,39.56
Lucknow,151.33,23.89,47.84
Lucknow,217.31,36.24,58.97
Lucknow,26.03,33.38,32.13
Lucknow,36.34,33.57,50.44
Lucknow,0.93,27.38,35.93
Lucknow,18.5,36.41,34.42
Lucknow,166.64,27.84,32.3
Lucknow,10.59,37.88,23.57
Lucknow,36.79,35.38,45.46
Lucknow,1.33,35.71,39.13
Lucknow,7.8,27.74,47.02
Lucknow,8.65,32.62,49.65
Lucknow,32.74,22.49,38.67
Lucknow,4.7,22.39,30.65
Lucknow,21.07,32.59,25.26
Lucknow,8.9,29.39,42.27
Lucknow,12.57,29.69,49.21
Lucknow,8.06,34.98,59.37
Lucknow,19.91,28.94,26.21
Lucknow,24.74,31.75,54.89
Lucknow,34.4,26.12,31.27
Lucknow,3.75,28.72,21.03
Lucknow,19.84,27.05,37.42
Lucknow,9.11,22.8,29.54
Lucknow,14.71,27.53,40.88
Lucknow,18.8,29.38,29.21
Lucknow,13.01,32.86,39.65
Lucknow,24.49,24.6,26.85
Lucknow,0.99,36.44,39.5
Lucknow,30.94,28.83,36.04
Lucknow,30.15,33.94,50.17
Lucknow,18.56,30.32,39.47
Lucknow,22.62,26.7,26.5
Lucknow,17.88,22.47,45.03
Lucknow,9.82,37.13,25.4
Lucknow,0.25,37.7,51.37
Lucknow,39.11,27.34,21.96
Lucknow,39.89,34.51,22.64
Lucknow,23.89,23.86,34.43
Lucknow,31.51,26.73,21.16
Lucknow,14.96,29.53,44.96
Lucknow,9.67,33.28,53.02
Lucknow,21.57,28.27,59.39
Lucknow,28.22,24.41,38.79
Lucknow,36.3,23.03,56.86
Lucknow,24.04,35.7,32.54
Lucknow,37.99,29.62,39.52
Lucknow,34.9,28.47,36.21
Lucknow,28.14,24.56,24.06
Lucknow,26.09,34.61,29.79
Lucknow,0.53,35.5,33.7
Lucknow,9.07,26.06,26.87
Lucknow,35.48,34.43,49.61
Lucknow,5.43,29.52,40.82
Lucknow,2.06,31.98,35.14
Lucknow,26.27,28.73,43.14
Lucknow,2.15,47.51,45.21
Lucknow,15.99,33.17,97.53
Lucknow,29.08,26.97,45.95
Lucknow,2.8,29.15,40.51
Lucknow,10.5,35.07,50.83
Lucknow,3.37,37.5,28.69
Lucknow,6.99,24.75,36.76
Lucknow,37.12,30.23,52.71
Lucknow,0.52,35.52,28.45
Lucknow,26.78,35.81,46.72
Lucknow,26.49,29.42,44.42
Lucknow,5.07,32.34,34.25
Lucknow,38.48,30.98,49.47
Lucknow,39.03,22.55,28.13
Lucknow,31.26,29.05,53.35
Lucknow,8.25,29.27,42.22
Lucknow,30.18,24.84,57.93
Lucknow,11.95,26.52,41.06
Lucknow,13.92,26.01,46.69
Lucknow,5.5,24.86,58.94
Lucknow,1.01,24.52,29.42
Lucknow,24.84,25.61,23.88
Lucknow,162.36,37.6,50.19
Lucknow,28.77,27.72,45.54
Lucknow,10.09,30.18,56.19
Lucknow,37.87,31.45,26.43
Lucknow,4.32,25.39,45.46
Lucknow,8.27,32.01,27.45
Lucknow,2.93,28.98,52.3
Lucknow,37.32,27.77,25.5
Lucknow,25.1,30.18,42.95
Lucknow,3.31,26.2,45.56
